date,open,high,low,close,volume
2020-01-02,4.7821522,4.85635801,4.77390711,4.82337765,37779279
2020-01-03,4.84811292,4.89758346,4.82337765,4.83986783,32568812
2020-01-06,4.81513256,4.88109328,4.7821522,4.82337765,29366211
2020-01-07,4.84811292,4.85635801,4.79864238,4.83986783,24506630
2020-01-08,4.81513256,4.81513256,4.69145621,4.70794639,46467110
2020-01-09,4.74917184,4.76566202,4.6997013,4.74092675,29593289
2020-01-10,4.74092675,4.74917184,4.64198567,4.67496603,57054930
2020-01-13,4.65847585,4.66672094,4.6172504,4.66672094,40638075
2020-01-14,4.68321112,4.71619148,4.66672094,4.68321112,34201081
2020-01-15,4.66672094,4.68321112,4.60076022,4.60900531,39469783
2020-01-16,4.62549549,4.63374058,4.57602495,4.60076022,28692490
2020-01-17,4.60076022,4.6172504,4.55953477,4.56777986,31136805
2020-01-20,4.54304459,4.56777986,4.5347995,4.56777986,38613545
2020-01-21,4.55128968,4.55953477,4.50181914,4.50181914,36641242
2020-01-22,4.50181914,4.51006423,4.42761333,4.44410351,42488917
2020-01-23,4.42761333,4.42761333,4.22973117,4.2874468,56259057
2020-02-03,3.85870212,3.85870212,3.85870212,3.85870212,21949700
2020-02-04,3.47942798,3.84221194,3.47942798,3.71853559,74485640
2020-02-05,3.71853559,3.83396685,3.69380032,3.76800613,42689095
2020-02-06,3.7927414,3.81747667,3.72678068,3.80098649,35778977
2020-02-07,3.78449631,3.89992757,3.75976104,3.8751923,32673174
2020-02-10,3.84221194,3.89992757,3.81747667,3.88343739,27686172
2020-02-11,3.89992757,3.9576432,3.86694721,3.94115302,30544617
2020-02-12,3.93290793,4.01535883,3.90817266,3.99886865,24856644
2020-02-13,3.99886865,4.0400941,3.90817266,3.92466284,30396614
2020-02-14,3.91641775,3.94115302,3.89168248,3.90817266,23152968
2020-02-17,3.91641775,4.02360392,3.90817266,4.02360392,37540062
2020-02-18,4.03184901,4.08131955,3.99886865,4.03184901,29073069
2020-02-19,4.0400941,4.04833919,3.99886865,4.00711374,29629080
2020-02-20,4.00711374,4.06482937,3.97413338,4.05658428,45499101
2020-02-21,4.0400941,4.06482937,4.02360392,4.0400941,40630405
2020-02-24,4.02360392,4.02360392,3.91641775,3.93290793,55620671
2020-02-25,3.83396685,3.89168248,3.76800613,3.86694721,60610548
2020-02-26,3.81747667,3.9576432,3.80098649,3.88343739,48888346
2020-02-27,3.88343739,3.94115302,3.8751923,3.89168248,29321105
2020-02-28,3.81747667,3.85045703,3.73502577,3.74327086,47502241
2020-03-02,3.72678068,3.85870212,3.72678068,3.83396685,32644734
2020-03-03,3.86694721,4.05658428,3.83396685,3.9576432,79999183
2020-03-04,3.90817266,4.02360392,3.89168248,3.98237847,50942815
2020-03-05,3.99062356,4.02360392,3.96588829,3.99886865,62421316
2020-03-06,3.9576432,3.97413338,3.92466284,3.93290793,34113077
2020-03-09,3.8751923,3.89168248,3.84221194,3.85870212,40465276
2020-03-10,3.80098649,3.89168248,3.77625122,3.8751923,40222447
2020-03-11,3.89168248,3.99886865,3.86694721,3.97413338,61728590
2020-03-12,3.92466284,3.93290793,3.85045703,3.89992757,32229006
2020-03-13,3.74327086,3.86694721,3.71853559,3.83396685,39899659
2020-03-16,3.83396685,3.89992757,3.75151595,3.75976104,41172766
2020-03-17,3.7927414,3.80923158,3.61959451,3.71853559,40672952
2020-03-18,3.70204541,3.73502577,3.61959451,3.6278396,34035362
2020-03-19,3.6278396,3.6278396,3.49591816,3.57836906,43120281
2020-03-20,3.6278396,3.66906505,3.56187888,3.65257487,38692577
2020-03-23,3.5453887,3.58661415,3.51240834,3.51240834,24295703
2020-03-24,3.5453887,3.57836906,3.50416325,3.5453887,22594280
2020-03-25,3.59485924,3.69380032,3.59485924,3.66081996,33162166
2020-03-26,3.66906505,3.72678068,3.64432978,3.68555523,27861723
2020-03-27,3.70204541,3.73502577,3.67731014,3.69380032,20570861
2020-03-30,3.63608469,3.7102905,3.59485924,3.66081996,24079462
2020-03-31,3.69380032,3.75151595,3.66906505,3.69380032,23879398
2020-04-01,3.68555523,3.69380032,3.60310433,3.61134942,21103531
2020-04-02,3.57836906,3.6278396,3.57012397,3.6278396,16497374
2020-04-03,3.6278396,3.63608469,3.58661415,3.59485924,13599878
2020-04-07,3.6278396,3.66081996,3.61134942,3.65257487,22889287
2020-04-08,3.65257487,3.66081996,3.61959451,3.64432978,14379048
2020-04-09,3.65257487,3.66081996,3.63608469,3.63608469,10636601
2020-04-10,3.65257487,3.66906505,3.59485924,3.65257487,21769083
2020-04-13,3.6278396,3.6278396,3.56187888,3.57836906,21908594
2020-04-14,3.59485924,3.61134942,3.56187888,3.61134942,17797565
2020-04-15,3.61134942,3.61134942,3.56187888,3.57012397,18685818
2020-04-16,3.55363379,3.57836906,3.5453887,3.56187888,10349594
2020-04-17,3.57012397,3.58661415,3.56187888,3.56187888,15777986
2020-04-20,3.57836906,3.57836906,3.53714361,3.55363379,14037042
2020-04-21,3.5453887,3.57836906,3.52065343,3.52889852,16808738
2020-04-22,3.51240834,3.52889852,3.48767307,3.52889852,12265293
2020-04-23,3.52065343,3.56187888,3.51240834,3.53714361,15431002
2020-04-24,3.53714361,3.5453887,3.48767307,3.49591816,13281400
2020-04-27,3.49591816,3.51240834,3.48767307,3.49591816,8041210
2020-04-28,3.49591816,3.50416325,3.33926145,3.40522217,24239600
2020-04-29,3.40522217,3.43820253,3.38873199,3.39697708,12985698
2020-04-30,3.42171235,3.45469271,3.41346726,3.44644762,26565200
2020-05-06,3.42995744,3.49591816,3.40522217,3.48767307,36920331
2020-05-07,3.49591816,3.49591816,3.43820253,3.45469271,25195949
2020-05-08,3.47118289,3.47942798,3.42995744,3.44644762,31515602
2020-05-11,3.45469271,3.45469271,3.42171235,3.42995744,29852075
2020-05-12,3.42995744,3.42995744,3.36399672,3.3804869,33874237
2020-05-13,3.36399672,3.3804869,3.34750654,3.37224181,21407579
2020-05-14,3.35575163,3.35575163,3.33101636,3.33101636,27276841
2020-05-15,3.33926145,3.3804869,3.33926145,3.37224181,26160093
2020-05-18,3.3804869,3.3804869,3.33101636,3.33926145,25956982
2020-05-19,3.36399672,3.3804869,3.33926145,3.34750654,22593171
2020-05-20,3.35575163,3.35575163,3.33101636,3.33926145,17166815
2020-05-21,3.34750654,3.35575163,3.30628109,3.30628109,22175244
2020-05-22,3.298036,3.30628109,3.26505564,3.28154582,26129819
2020-05-25,3.27330073,3.30628109,3.25681055,3.28979091,14871409
2020-05-26,3.28979091,3.28979091,3.27330073,3.28154582,15077623
2020-05-27,3.28154582,3.298036,3.26505564,3.298036,15431291
2020-05-28,3.28979091,3.39697708,3.28154582,3.33926145,25387416
2020-05-29,3.34750654,3.34750654,3.28979091,3.33926145,23642177
2020-06-01,3.35575163,3.36399672,3.32277127,3.36399672,30163196
2020-06-02,3.36399672,3.56187888,3.34750654,3.5453887,86048795
2020-06-03,3.53714361,3.53714361,3.44644762,3.44644762,55896622
2020-06-04,3.45469271,3.47118289,3.40522217,3.42171235,26168062
2020-06-05,3.42171235,3.52889852,3.40522217,3.50416325,42843990
2020-06-08,3.50416325,3.52889852,3.47118289,3.50416325,31936685
2020-06-09,3.50416325,3.51240834,3.47118289,3.50416325,21863960
2020-06-10,3.49591816,3.50416325,3.4629378,3.47118289,19667386
2020-06-11,3.47118289,3.48767307,3.42995744,3.43820253,26947213
2020-06-12,3.39697708,3.43820253,3.37224181,3.43820253,31717888
2020-06-15,3.42995744,3.42995744,3.39697708,3.40522217,20533787
2020-06-16,3.42171235,3.50416325,3.40522217,3.49591816,29899284
2020-06-17,3.48767307,3.49591816,3.45469271,3.4629378,18167632
2020-06-18,3.45469271,3.52065343,3.44644762,3.48767307,29297422
2020-06-19,3.48767307,3.55363379,3.48767307,3.50416325,42931063
2020-06-22,3.49591816,3.51240834,3.45469271,3.45469271,26169359
2020-06-23,3.45469271,3.4629378,3.42995744,3.43820253,16825120
2020-06-24,3.43820253,3.49591816,3.42995744,3.47942798,18732578
2020-06-29,3.47942798,3.47942798,3.42171235,3.42171235,16314608
2020-06-30,3.42995744,3.4629378,3.42995744,3.4629378,16971010
2020-07-01,3.4629378,3.48767307,3.42171235,3.47942798,22240504
2020-07-02,3.47942798,3.66906505,3.47118289,3.61959451,77919387
2020-07-03,3.6278396,3.72678068,3.61134942,3.69380032,68987274
2020-07-06,3.76800613,3.94115302,3.75151595,3.90817266,110251357
2020-07-07,3.94939811,4.05658428,3.84221194,3.85045703,108259480
2020-07-08,3.85045703,3.93290793,3.80923158,3.90817266,73556431
2020-07-09,3.94115302,4.03184901,3.92466284,3.98237847,107944042
2020-07-10,3.9576432,4.04833919,3.91641775,3.9576432,99121198
2020-07-13,3.98237847,4.09780973,3.89992757,4.03184901,109367378
2020-07-14,4.08131955,4.08131955,3.90817266,3.96588829,104707126
2020-07-15,3.98237847,4.00711374,3.82572176,3.85045703,68954915
2020-07-16,3.85045703,3.88343739,3.69380032,3.7102905,64891626
2020-07-17,3.70204541,3.74327086,3.63608469,3.66081996,44860001
2020-07-20,3.67731014,3.81747667,3.66081996,3.80098649,58532968
2020-07-21,3.80923158,3.85045703,3.72678068,3.76800613,37386856
2020-07-22,3.75151595,3.82572176,3.71853559,3.75151595,41381442
2020-07-23,3.75151595,3.75976104,3.66081996,3.72678068,49228696
2020-07-24,3.7102905,3.74327086,3.60310433,3.63608469,43054355
2020-07-27,3.65257487,3.66906505,3.61134942,3.63608469,21340037
2020-07-28,3.66906505,3.66906505,3.6278396,3.64432978,17636090
2020-07-29,3.64432978,3.7102905,3.61959451,3.7102905,29108570
2020-07-30,3.70204541,3.75151595,3.70204541,3.73502577,35082667
2020-07-31,3.72651714,3.93921789,3.70950108,3.83712153,65945620
2020-08-03,3.81159744,3.89667774,3.79458138,3.87966168,55115004
2020-08-04,3.93070986,4.05833031,3.93070986,4.00728213,104958630
2020-08-05,3.99026607,3.99026607,3.87115365,3.90518577,59916562
2020-08-06,3.90518577,3.92220183,3.80308941,3.85413759,42218801
2020-08-07,3.8286135,3.85413759,3.77756532,3.81159744,30920861
2020-08-10,3.78607335,3.86264562,3.77756532,3.83712153,27212098
2020-08-11,3.84562956,3.88816971,3.76905729,3.77756532,31722364
2020-08-12,3.77756532,3.87115365,3.76054926,3.87115365,34138969
2020-08-13,3.85413759,3.87966168,3.8286135,3.83712153,20673480
2020-08-14,3.83712153,3.85413759,3.79458138,3.84562956,21101681
2020-08-17,3.84562956,3.93070986,3.83712153,3.90518577,44625178
2020-08-18,3.9136938,3.92220183,3.86264562,3.88816971,30875816
2020-08-19,3.90518577,3.90518577,3.85413759,3.85413759,28439334
2020-08-20,3.83712153,3.83712153,3.79458138,3.80308941,26445875
2020-08-21,3.82010547,3.83712153,3.78607335,3.82010547,16838497
2020-08-24,3.82010547,3.84562956,3.81159744,3.8286135,15827939
2020-08-25,3.8286135,3.85413759,3.80308941,3.81159744,17134098
2020-08-26,3.79458138,3.82010547,3.76054926,3.76054926,19214406
2020-08-27,3.75204123,3.77756532,3.7435332,3.75204123,18800848
2020-08-28,3.75204123,3.78607335,3.73502517,3.77756532,26499908
2020-08-31,3.76905729,3.80308941,3.76905729,3.77756532,22666435
2020-09-01,3.75204123,3.76905729,3.7435332,3.76054926,16144402
2020-09-02,3.76054926,3.76905729,3.73502517,3.7435332,16537716
2020-09-03,3.75204123,3.76054926,3.73502517,3.7435332,14576929
2020-09-04,3.71800911,3.72651714,3.69248502,3.71800911,17664150
2020-09-07,3.71800911,3.7435332,3.68397699,3.69248502,19545659
2020-09-08,3.70099305,3.72651714,3.68397699,3.71800911,14568231
2020-09-09,3.70950108,3.77756532,3.70099305,3.75204123,33080320
2020-09-10,3.76054926,3.78607335,3.67546896,3.68397699,24693097
2020-09-11,3.66696093,3.67546896,3.63292881,3.66696093,16984995
2020-09-14,3.66696093,3.70099305,3.64994487,3.68397699,11081100
2020-09-15,3.68397699,3.70099305,3.64143684,3.69248502,14061725
2020-09-16,3.68397699,3.72651714,3.6584529,3.67546896,20491794
2020-09-17,3.6584529,3.69248502,3.6584529,3.67546896,12775584
2020-09-18,3.69248502,3.76905729,3.67546896,3.76054926,30174491
2020-09-21,3.76905729,3.79458138,3.73502517,3.7435332,16106062
2020-09-22,3.72651714,3.76054926,3.67546896,3.69248502,20178412
2020-09-23,3.70950108,3.72651714,3.68397699,3.68397699,11369137
2020-09-24,3.68397699,3.68397699,3.61591275,3.62442078,20200928
2020-09-25,3.62442078,3.64143684,3.55635654,3.5733726,17306333
